1,Medium,1,4,Daeodon,Animal;,Bestiary pg. 43
2,Medium,2,1,Weak Giant Badger,Animal;,Bestiary 2 pg. 322.0
3,Medium,3,-1,Weak Spear Frog,Animal;,Bestiary 2 pg. 121 2.0
4,Medium,1,4,Weak Irriseni Owlbear,Animal;,Travel Guide pg. 99
5,Medium,2,1,Elite Sicklehand Construct,Construct;Mindless;Rare;,Pathfinder #169: Kindled Magic pg. 41
6,Medium,3,-1,Skebs,Halfling;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 8
7,Medium,1,4,Elite Kurshkin,Fey;Gremlin;Unique;,Pathfinder #169: Kindled Magic pg. 86
8,Medium,2,1,Weak Sea Devil Scout,Amphibious;Humanoid;Sea Devil;,Bestiary pg. 286
9,Medium,3,-1,Weak Kobold Tunnelrunner,Humanoid;Kobold;Uncommon;,Pathfinder Encounter: Heaving Kobolds pg. 0
10,Medium,1,4,Elite Calmont,Halfling;Humanoid;Unique;,Pathfinder #145: Hellknight Hill pg. 27
11,Medium,2,1,Fetchling Scout,Fetchling;Humanoid;Shadow;,Bestiary 2 pg. 1172.0
12,Medium,3,-1,Pufferfish,Animal;Aquatic;,Bestiary 3 pg. 99
13,Medium,1,4,Elite Grizzly Bear,Animal;,Bestiary pg. 40
14,Medium,2,1,Weak Battle Leader Rekarek,Humanoid;Kobold;Unique;,Pathfinder #157: Devil at the Dreaming Palace pg. 27
15,Medium,3,-1,Weak Eunice,Human;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 12
16,Medium,1,4,The Looksee Man,Fetchling;Human;Shadow;Unique;,Pathfinder #187: The Seventh Arch pg. 39
17,Medium,2,1,Weak Ulizmila's Cauldron,Construct;Mindless;,Crown of the Kobold King pg. 28
18,Medium,3,-1,Barrister,Human;Humanoid;,Gamemastery Guide pg. 232
19,Medium,1,4,Myceloid,Fungus;,Bestiary 3 pg. 181
20,Medium,2,1,Elite Orc Brute,Humanoid;Orc;,Bestiary pg. 256
21,Medium,3,-1,Severed Head,Mindless;Undead;,Bestiary 3 pg. 30
