1,Low,1,1,Loblobi,Fey; Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 85
2,Low,1,1,Weak Mercenary Ranger [1-3],Humanoid;,Mercenary Marketplace: NPCs by Class
3,Low,1,1,Weak Animated Armor,Construct; Mindless;,Bestiary pg. 20
4,Low,1,1,Weak Brush Thylacine,Animal; Uncommon;,Kingmaker Adventure Path pg. 609
5,Low,1,1,Steam Mephit,Elemental; Fire; Uncommon; Water;,Bestiary 2 pg. 1132.0
6,Low,1,1,Weak Tengu Sneak,Humanoid; Tengu;,Bestiary pg. 310
7,Low,1,1,Elite Riding Pony,Animal;,Bestiary pg. 209
8,Low,1,1,Weak Blindheim,Animal;,Bestiary 2 pg. 392.0
9,Low,1,1,Weak Cactus Leshy,Leshy; Plant;,Bestiary 3 pg. 160
10,Low,1,1,Charau-ka,Charau-ka; Humanoid;,Pathfinder #145: Hellknight Hill pg. 37
11,Low,1,1,Weak Giant Viper,Animal;,Bestiary pg. 303
12,Low,1,1,Weak Spark Bat,Air; Elemental;,Bestiary 2 pg. 1062.0
13,Low,1,1,Weak Granite Vulture,Fiend; Rare;,Pathfinder #181: Zombie Feast pg. 46
14,Low,1,1,Augur,Fiend; Velstrac;,Bestiary 2 pg. 2802.0 ; Pathfinder #147: Tomorrow Must Burn pg. 82
15,Low,1,1,Elite Powderkeg Punk Gunner,Humanoid; Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39
16,Low,1,1,Ball Python,Animal;,Bestiary pg. 302
17,Low,1,1,Rime Sludge,Mindless; Ooze; Rare;,Pathfinder #175: Broken Tusk Moon pg. 86
18,Low,1,1,Elite Wolf Skeleton,Mindless; Skeleton; Undead;,Book of the Dead pg. 147
19,Low,1,1,Weak Provocateur [1-2],Humanoid;,Mercenary Marketplace: NPCs with Jobs
20,Low,1,1,Weak Arcanist [2],Humanoid;,Mercenary Marketplace: Generic Spellcasters by Tradition
21,Low,1,1,Elite Stingray,Animal; Aquatic;,Bestiary 2 pg. 2262.0
22,Low,1,1,Kobold Scout,Humanoid; Kobold;,Bestiary pg. 213
23,Low,1,1,Carbuncle,Beast; Rare;,Bestiary 2 pg. 472.0
24,Low,1,1,Weak Corpselight,Rare; Undead;,Pathfinder #163: Ruins of Gauntlight pg. 84
25,Low,1,1,Elite Mummified Cat,Mummy; Undead;,Book of the Dead pg. 130
26,Low,1,1,Elite Stag Lord Bandit,Human; Humanoid; Uncommon;,Kingmaker Adventure Path pg. 177
27,Low,1,1,Elite Farmer,Human; Humanoid;,Gamemastery Guide pg. 222
28,Low,1,1,Lyrakien,Azata; Celestial;,Bestiary pg. 30
29,Low,1,1,Weak Slime Mold,Fungus; Mindless; Ooze;,Bestiary 2 pg. 1932.0
30,Low,1,1,Weak Nagaji Soldier,Humanoid; Nagaji;,Bestiary 3 pg. 182
31,Moderate,2,0,Sicklehand Construct,Construct; Mindless; Rare;,Pathfinder #169: Kindled Magic pg. 41
32,Moderate,2,0,Sea Snake,Animal;,Bestiary 2 pg. 245 2.0
33,Moderate,2,0,Weak Gathlain Wanderer,Fey; Plant; Uncommon;,Bestiary 3 pg. 105
34,Moderate,2,0,Bone Shard Toughs,Human; Humanoid; Uncommon;,Pathfinder #181: Zombie Feast pg. 35
35,Moderate,2,0,Weak Hobgoblin Soldier,Goblin; Humanoid;,Bestiary pg. 206
36,Moderate,2,0,Weak War Pony,Animal;,Bestiary pg. 209
37,Moderate,2,0,Weak Goblin Dog,Animal;,Bestiary pg. 182
38,Moderate,2,0,Elite Three-Toed Sloth,Animal;,Bestiary 3 pg. 248
39,Moderate,2,0,Elite Sludgespine Killers,Gnoll; Humanoid; Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 25
40,Moderate,2,0,Dream Spider,Animal;,Bestiary 2 pg. 249 2.0
41,Moderate,2,0,Elite Mitflit,Fey; Gremlin;,Bestiary pg. 192
42,Moderate,2,0,Weak Charau-ka Warrior,Charau-ka; Humanoid;,The Mwangi Expanse pg. 2962.0 ; Pathfinder #146: Cult of Cinders pg. 84
43,Moderate,2,0,Weak Gourd Leshy,Leshy; Plant;,Bestiary pg. 218
44,Moderate,2,0,Elite Flash Beetle,Animal;,Bestiary pg. 41
45,Moderate,2,0,Elite Apothecary,Human; Humanoid;,Gamemastery Guide pg. 220
46,Moderate,2,0,Weak Fuath,Amphibious; Fey; Gremlin;,Bestiary 3 pg. 121
47,Moderate,2,0,Weak Void Zombie,Rare; Undead;,Bestiary 2 pg. 2882.0
48,Moderate,2,0,Elite Floating Femur,Construct; Mindless; Uncommon;,Pathfinder #181: Zombie Feast pg. 82
49,Moderate,2,0,Elite Foolish Hunters,Human; Humanoid;,Crown of the Kobold King pg. 25
