1,Low,1,1,Weak Choker,Aberration;,Bestiary 2 pg. 512.0
2,Low,1,1,Weak Husk Zombie,Undead; Zombie;,Book of the Dead pg. 170
3,Low,1,1,Weak Corrupted Retainer,Human; Humanoid;,Pathfinder #151: The Show Must Go On pg. 35
4,Low,1,1,Weak Flaming Skull,Mindless; Undead;,Bestiary 3 pg. 30
5,Low,1,1,Elite Azarketi Crab Catcher,Amphibious; Azarketi; Humanoid;,Absalom; City of Lost Omens pg. 396
6,Low,1,1,Weak Mercenary Bard [1-2],Humanoid;,Mercenary Marketplace: NPCs by Class
7,Low,1,1,Elite Lemure,Devil; Fiend; Mindless;,Bestiary pg. 86
8,Low,1,1,Cave Scorpion,Animal;,Bestiary 2 pg. 2342.0
9,Low,1,1,Sarkorian Wolf,Animal;,Travel Guide pg. 99
10,Low,1,1,Weak Nagaji Soldier,Humanoid; Nagaji;,Bestiary 3 pg. 182
11,Low,1,1,Elite Powderkeg Punk Gunner,Humanoid; Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39
12,Low,1,1,Elite Ardissa's Porters,Dwarf; Humanoid; Rare;,Pathfinder #175: Broken Tusk Moon pg. 39
13,Low,1,1,Augur,Fiend; Velstrac;,Bestiary 2 pg. 2802.0 ; Pathfinder #147: Tomorrow Must Burn pg. 82
14,Low,1,1,Elite Grindylow,Aberration; Amphibious;,Bestiary 2 pg. 138 2.0
15,Low,1,1,Weak Spark Bat,Air; Elemental;,Bestiary 2 pg. 1062.0
16,Low,1,1,Weak Bog Strider,Aberration; Uncommon;,Bestiary 2 pg. 432.0
17,Low,1,1,Elite Dockhand,Human; Humanoid;,Gamemastery Guide pg. 222
18,Low,1,1,Hippocampus,Animal; Aquatic;,Bestiary 2 pg. 1422.0
19,Low,1,1,Weak Xulgath Bilebearer,Humanoid; Xulgath;,Pathfinder #151: The Show Must Go On pg. 87
20,Low,1,1,Weak Giant Toad,Animal;,Bestiary 2 pg. 2612.0
21,Low,1,1,Weak Dark Talon Kobold,Humanoid; Kobold; Rare;,Crown of the Kobold King pg. 59
22,Low,1,1,Weak Crocodile,Animal;,Bestiary pg. 67
23,Low,1,1,Elite Azarketi Crab Catcher,Amphibious; Azarketi; Humanoid;,Absalom; City of Lost Omens pg. 396
24,Low,1,1,Bodyguard,Human; Humanoid;,Gamemastery Guide pg. 226
25,Low,1,1,Weak Dero Stalker,Dero; Humanoid;,Bestiary pg. 84
26,Low,1,1,Weak Mercenary Fighter [1-3],Humanoid;,Mercenary Marketplace: NPCs by Class
27,Low,1,1,Elite Fire Wisp,Elemental; Fire;,Bestiary 3 pg. 91
28,Low,1,1,Yzobu,Animal;,Bestiary 3 pg. 300
29,Low,1,1,Ghoul,Ghoul; Undead;,Bestiary pg. 169
30,Low,1,1,Weak Nuglub,Fey; Gremlin;,Bestiary 2 pg. 1352.0
31,Moderate,1,-1,Weak Stingray,Animal; Aquatic;,Bestiary 2 pg. 2262.0,1,0,Elite Eagle,Animal;,Bestiary pg. 141
32,Moderate,1,-1,Weak Leaf Leshy,Leshy; Plant;,Bestiary pg. 218,1,0,Weak Sunflower Leshy,Leshy; Plant;,Bestiary 2 pg. 1602.0
33,Moderate,1,-1,Animated Blades,Construct; Mindless; Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 32,1,0,Spellskein,Construct; Uncommon;,Pathfinder #169: Kindled Magic pg. 85
34,Moderate,1,-1,Goblin Warrior,Goblin; Humanoid;,Bestiary pg. 180,1,0,Weak Goblin War Chanter,Goblin; Humanoid;,Bestiary pg. 181
35,Moderate,1,-1,Weak Farmer,Human; Humanoid;,Gamemastery Guide pg. 222,1,0,Weak Oread Guard,Human; Humanoid; Oread;,Bestiary 2 pg. 2012.0
36,Moderate,1,-1,Miriel Grayleaf,Elf; Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 7,1,0,Elite Miriel Grayleaf,Elf; Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 7
37,Moderate,1,-1,Weak Shoony Tiller,Humanoid; Rare; Shoony;,Pathfinder #153: Life's Long Shadows pg. 82,1,0,Shoony Tiller,Humanoid; Rare; Shoony;,Pathfinder #153: Life's Long Shadows pg. 82
38,Moderate,1,-1,Snapping Turtle,Animal;,Bestiary 2 pg. 269 2.0,1,0,Giant Worker Bee,Animal;,Pathfinder #169: Kindled Magic pg. 80
39,Moderate,1,-1,Zombie Hound,Mindless; Uncommon; Undead; Zombie;,Pathfinder #181: Zombie Feast pg. 16,1,0,Elite Severed Head,Mindless; Undead;,Bestiary 3 pg. 30
40,Moderate,1,-1,Harrow Reader,Human; Humanoid;,Gamemastery Guide pg. 228,1,0,Elite Abberton Ruffian,Human; Humanoid;,Pathfinder #151: The Show Must Go On pg. 9
41,Moderate,1,-1,Trilobite,Animal; Aquatic;,Bestiary 3 pg. 275,1,0,Elite Compsognathus,Animal; Dinosaur;,Bestiary 2 pg. 80 2.0
42,Moderate,1,-1,Skunk,Animal;,Bestiary 3 pg. 246,1,0,Weak War Pony,Animal;,Bestiary pg. 209
43,Moderate,1,-1,Weak Sicklehand Construct,Construct; Mindless; Rare;,Pathfinder #169: Kindled Magic pg. 41,1,0,Elite Animated Broom,Construct; Mindless;,Bestiary pg. 20
44,Moderate,1,-1,Weak Duergar Sharpshooter,Duergar; Dwarf; Humanoid;,Bestiary pg. 138,1,0,Duergar Sharpshooter,Duergar; Dwarf; Humanoid;,Bestiary pg. 138
45,Moderate,1,-1,Weak Powderkeg Punk Gunner,Humanoid; Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39,1,0,Weak Lizardfolk Scout,Humanoid; Lizardfolk;,Bestiary pg. 231
46,Moderate,1,-1,Weak Leaf Leshy,Leshy; Plant;,Bestiary pg. 218,1,0,Weak Sunflower Leshy,Leshy; Plant;,Bestiary 2 pg. 1602.0
47,Moderate,1,-1,Yellow Musk Thrall,Mindless; Plant;,Bestiary 2 pg. 301 2.0,1,0,Elite Severed Head,Mindless; Undead;,Bestiary 3 pg. 30
48,Moderate,1,-1,Weak Vampire Squid,Animal; Aquatic;,Bestiary 2 pg. 2542.0,1,0,Kangaroo,Animal;,Bestiary 3 pg. 146
49,Moderate,1,-1,Physician,Human; Humanoid;,Gamemastery Guide pg. 220,1,0,Elite Apprentice,Human; Humanoid;,Gamemastery Guide pg. 244
50,Moderate,1,-1,Skeleton Guard,Mindless; Skeleton; Undead;,Bestiary pg. 298,1,0,Weak Skeletal Soldier,Mindless; Skeleton; Undead;,Book of the Dead pg. 147
51,Moderate,1,-1,Weak Mummified Cat,Mummy; Undead;,Book of the Dead pg. 130,1,0,Mummified Cat,Mummy; Undead;,Book of the Dead pg. 130
52,Moderate,1,-1,Beggar,Human; Humanoid;,Gamemastery Guide pg. 214,1,0,Oaksteward Enforcer,Human; Humanoid; Rare;,Pathfinder #187: The Seventh Arch pg. 14
53,Moderate,1,-1,Black Tear Cutthroat,Human; Humanoid; Uncommon;,Kingmaker Adventure Path pg. 26,1,0,Weak Sallowdrudge,Human; Humanoid; Rare;,Pathfinder #182: Graveclaw pg. 30
54,Moderate,1,-1,Commoner,Human; Humanoid;,Gamemastery Guide pg. 214,1,0,Elite Thorn River Bandit,Human; Humanoid; Minion; Uncommon;,Kingmaker Adventure Path pg. -1
55,Moderate,1,-1,Beaver,Animal;,Pathfinder #176: Lost Mammoth Valley pg. 82,1,0,Giant Worker Bee,Animal;,Pathfinder #169: Kindled Magic pg. 80
56,Moderate,1,-1,Adept,Human; Humanoid;,Gamemastery Guide pg. 228,1,0,Elite Burnbearer,Human; Humanoid; Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 23
57,Moderate,1,-1,Predatory Rabbit,Undead;,Book of the Dead pg. 142,1,0,Elite Predatory Rabbit,Undead;,Book of the Dead pg. 142
58,Moderate,1,-1,Weak Orc Brute,Humanoid; Orc;,Bestiary pg. 256,1,0,Pygmy Kaava,Humanoid;,The Mwangi Expanse pg. 300 2.0
