1,Medium,1,-1,Antaro Boldblade,Human;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 8,1,0,Weak Acolyte Of Pharasma,Human;Humanoid;Uncommon;,Shadows at Sundown pg. 35
2,Medium,1,-1,Monkey,Animal;,Bestiary 3 pg. 172,1,0,Weak Manta Ray,Animal;Aquatic;,Bestiary 2 pg. 2262.0
3,Medium,1,-1,Kobold Warrior,Humanoid;Kobold;,Bestiary pg. 212,1,0,Elite Skebs,Halfling;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 8
4,Medium,1,-1,Red Fox,Animal;,Bestiary 3 pg. 102,1,0,Weak Elk,Animal;,Kingmaker Adventure Path pg. 608; Pathfinder #176: Lost Mammoth Valley pg. 85
5,Medium,1,-1,Nyktera,Fey;Sprite;,Bestiary 3 pg. 254,1,0,Pugwampi,Fey;Gremlin;,Bestiary pg. 193
6,Medium,1,-1,Weak Giant Silverfish,Animal;Uncommon;,Pathfinder #169: Kindled Magic pg. 84,1,0,Weak Sarkorian Wolf,Animal;,Travel Guide pg. 99
7,Medium,1,-1,Predatory Rabbit,Undead;,Book of the Dead pg. 142,1,0,Weak Plague Zombie,Mindless;Undead;Zombie;,Bestiary pg. 340
8,Medium,1,-1,Physician,Human;Humanoid;,Gamemastery Guide pg. 220,1,0,Burning Mammoth Hunters,Human;Humanoid;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 17
9,Medium,1,-1,Weak Torchbearer,Human;Humanoid;,Gamemastery Guide pg. 216,1,0,Weak Guard,Human;Humanoid;,Gamemastery Guide pg. 232
10,Medium,1,-1,Weak Giant Silverfish,Animal;Uncommon;,Pathfinder #169: Kindled Magic pg. 84,1,0,Weak Hyena,Animal;,Bestiary pg. 211
11,Medium,1,-1,Giant Rat,Animal;,Bestiary pg. 276,1,0,Elite Vulture Rat,Animal;,Travel Guide pg. 99
12,Medium,1,-1,Weak Miner,Human;Humanoid;,Gamemastery Guide pg. 223,1,0,Elite Beggar,Human;Humanoid;,Gamemastery Guide pg. 214
13,Medium,1,-1,Weak Giant Worker Bee,Animal;,Pathfinder #169: Kindled Magic pg. 80,1,0,Weak Elk,Animal;,Kingmaker Adventure Path pg. 608; Pathfinder #176: Lost Mammoth Valley pg. 85
14,Medium,1,-1,Weak Ringhorn Ram,Animal;,Bestiary 3 pg. 212,1,0,Weak Squirrel Swarm,Animal;Swarm;,Bestiary 3 pg. 257
15,Medium,1,-1,Crawling Hand,Undead;,Bestiary 2 pg. 56 2.0,1,0,Weak Pickled Punk,Undead;,Pathfinder #157: Devil at the Dreaming Palace pg. 59
16,Medium,1,-1,Weak Powderkeg Punk Gunner,Humanoid;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39,1,0,Weak Barkeep,Human;Humanoid;,Gamemastery Guide pg. 238
17,Medium,1,-1,Animated Broom,Construct;Mindless;,Bestiary pg. 20,1,0,Spellskein,Construct;Uncommon;,Pathfinder #169: Kindled Magic pg. 85
18,Medium,1,-1,Weak Scrit,Fey;Gremlin;Uncommon;,Pathfinder #169: Kindled Magic pg. 82,1,0,Weak Gathlain Wanderer,Fey;Plant;Uncommon;,Bestiary 3 pg. 105
19,Medium,1,-1,Severed Head,Mindless;Undead;,Bestiary 3 pg. 30,1,0,Elite Animated Broom,Construct;Mindless;,Bestiary pg. 20
20,Medium,1,-1,Weak Spellskein,Construct;Uncommon;,Pathfinder #169: Kindled Magic pg. 85,1,0,Weak Phalanx Of Phalanges,Construct;Mindless;Swarm;Uncommon;,Pathfinder #181: Zombie Feast pg. 83
21,Medium,1,-1,Weak Leaf Leshy,Leshy;Plant;,Bestiary pg. 218,1,0,Vine Leshy,Leshy;Plant;,Bestiary 3 pg. 160
22,Medium,1,-1,Weak Riding Pony,Animal;,Bestiary pg. 209,1,0,Weak Giant Fly,Animal;,Bestiary 2 pg. 1202.0
23,Medium,1,-1,Pufferfish,Animal;Aquatic;,Bestiary 3 pg. 99,1,0,Weak Giant Fly,Animal;,Bestiary 2 pg. 1202.0
24,Medium,1,-1,Weak Powderkeg Punk Gunner,Humanoid;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39,1,0,Weak Goblin Pyro,Goblin;Humanoid;,Bestiary pg. 181
25,Medium,1,-1,Merchant,Human;Humanoid;,Gamemastery Guide pg. 244,1,0,Elite Antaro Boldblade,Human;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 8
26,Medium,1,-1,Weak Wolf Skeleton,Mindless;Skeleton;Undead;,Book of the Dead pg. 147,1,0,Weak Scrabbling Ribcage,Construct;Mindless;Uncommon;,Pathfinder #181: Zombie Feast pg. 83
27,Medium,1,-1,Weak Riding Pony,Animal;,Bestiary pg. 209,1,0,Elite Giant Centipede,Animal;,Bestiary pg. 61
28,Medium,1,-1,Judge,Human;Humanoid;,Gamemastery Guide pg. 224,1,0,Weak Cultist,Human;Humanoid;,Gamemastery Guide pg. 229
29,Medium,1,-1,Harrow Reader,Human;Humanoid;,Gamemastery Guide pg. 228,1,0,Elite Server,Human;Humanoid;,Gamemastery Guide pg. 238
30,Medium,1,-1,Weak Pygmy Kaava,Humanoid;,The Mwangi Expanse pg. 300 2.0,1,0,Weak Fetchling Scout,Fetchling;Humanoid;Shadow;,Bestiary 2 pg. 1172.0
31,Hard,1,4,Elite Green Monkey,Beast;Incorporeal;Spirit;Uncommon;,Pathfinder #188: They Watched the Stars pg. 90
32,Hard,3,-1,Weak Burning Mammoth Hunters,Human;Humanoid;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 17
33,Hard,1,-1,Weak Giant Maggot,Animal;,Bestiary 2 pg. 1202.0,1,2,Weak Hyaenodon,Animal;,Bestiary pg. 211
34,Hard,1,4,Zombie Lord,Uncommon;Undead;Zombie;,Book of the Dead pg. 172
35,Hard,3,-1,Burnbearer,Human;Humanoid;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 23
36,Hard,1,-1,Guard Dog,Animal;,Bestiary pg. 102,1,2,Rat Snake Swarm,Animal;Swarm;,Bestiary 3 pg. 249
37,Hard,1,4,Weak Malgorzata Niska,Human;Humanoid;Unique;,Kingmaker Adventure Path pg. 197
38,Hard,3,-1,Weak Duergar Sharpshooter,Duergar;Dwarf;Humanoid;,Bestiary pg. 138
39,Hard,1,-1,Weak Fire Wisp,Elemental;Fire;,Bestiary 3 pg. 91,1,2,Weak Brine Shark,Aquatic;Elemental;Water;,Bestiary pg. 152
40,Hard,1,4,Elite Hyaenodon,Animal;,Bestiary pg. 211
41,Hard,3,-1,Unseen Servant,Mindless;,Core Rulebook pg. 380 4.0
42,Hard,1,-1,Crawling Hand,Undead;,Bestiary 2 pg. 56 2.0,1,2,Corpselight,Rare;Undead;,Pathfinder #163: Ruins of Gauntlight pg. 84
43,Hard,1,4,Hellknight Armiger,Dwarf;Humanoid;,Character Guide pg. 1202.0
44,Hard,3,-1,Khefak Scuttler,Animal;Uncommon;,Pathfinder #173: Doorway to the Red Star pg. 87
45,Hard,1,-1,Sprite,Fey;Sprite;,Bestiary pg. 308,1,2,Weak Ocluai,Fey;Uncommon;,Pathfinder #187: The Seventh Arch pg. 87
