1,Medium,2,2,Sahreg the Dirge Screamer,Human;Humanoid;Unique;,Pathfinder #181: Zombie Feast pg. 35
2,Medium,3,0,Elite Floating Femur,Construct;Mindless;Uncommon;,Pathfinder #181: Zombie Feast pg. 82
3,Medium,2,2,Boar,Animal;,Bestiary pg. 43
4,Medium,3,0,Weak Vexgit,Fey;Gremlin;,Bestiary 2 pg. 1342.0
5,Medium,2,2,Elite Warbal Bumblebrasher,Goblin;Humanoid;Unique;,Pathfinder #145: Hellknight Hill pg. 83
6,Medium,3,0,Elite Viper,Animal;,Bestiary pg. 302
7,Medium,2,2,Archer Sentry,Human;Humanoid;,Gamemastery Guide pg. 233
8,Medium,3,0,Kobold Tunnelrunner,Humanoid;Kobold;Uncommon;,Pathfinder Encounter: Heaving Kobolds pg. 0
9,Medium,2,2,Elite Bloody Blade Mercenary,Half-Orc;Human;Humanoid;Orc;,Pathfinder #145: Hellknight Hill pg. 50
10,Medium,3,0,Elite Physician,Human;Humanoid;,Gamemastery Guide pg. 220
11,Medium,2,2,Elite Arbiter,Aeon;Inevitable;Monitor;,Bestiary pg. 8
12,Medium,3,0,Weak Burning Mammoth Longshield,Human;Humanoid;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 25
13,Medium,2,2,Elite Clockwork Handler,Clockwork;Construct;Mindless;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 83
14,Medium,3,0,Weak Dust Mephit,Air;Earth;Elemental;Uncommon;,Bestiary 2 pg. 1122.0
15,Medium,2,2,Weak Wolliped,Animal;,Bestiary 3 pg. 295
16,Medium,3,0,Elite Beaver,Animal;,Pathfinder #176: Lost Mammoth Valley pg. 82
17,Medium,2,2,Weak Piranha Swarm,Animal;Aquatic;Swarm;,Bestiary 3 pg. 99
18,Medium,3,0,Weak Violet,Animal;Unique;,Pathfinder #151: The Show Must Go On pg. 22
19,Medium,2,2,Boggard Warrior,Amphibious;Boggard;Humanoid;,Bestiary pg. 44
20,Medium,3,0,Duergar Sharpshooter,Duergar;Dwarf;Humanoid;,Bestiary pg. 138
21,Medium,2,2,Elite Hunting Spider,Animal;,Bestiary pg. 306
22,Medium,3,0,Weak Grioth Scout,Grioth;Humanoid;Uncommon;,Bestiary 3 pg. 122
23,Medium,2,2,War Horse,Animal;,Bestiary pg. 209
24,Medium,3,0,Weak Ball Python,Animal;,Bestiary pg. 302
25,Medium,2,2,Wendlyn,Elf;Half-Elf;Human;Humanoid;Unique;,No-Prep Character: Wendlyn pg. 0
26,Medium,3,0,Air Wisp,Air;Elemental;,Bestiary 3 pg. 90
27,Medium,2,2,Weak Smoldering Leopard,Animal;Fiend;Uncommon;,Pathfinder #151: The Show Must Go On pg. 44
